Product_ID,Month,Sale_Date,Sales_Rep,Region, Sales_Amount ,Quantity_Sold,Product_Category, Unit_Cost , Unit_Price ,Customer_Type,Discount,Payment_Method,Sales_Channel,Revenue
1032,April,14-04-2023,David,North,"2,286.44",45,Clothing,"3,712.35","3,780.88",New,7.00%,Cash,Retail,170139.6
1096,July,29-07-2023,Charlie,West,485.41,38,Electronics,"3,955.66","4,270.59",Returning,15.00%,Credit Card,Online,162282.42
1088,April,21-04-2023,Charlie,East,456.59,29,Furniture,639.58,"1,107.45",New,29.00%,Cash,Retail,32116.05
1052,April,14-04-2023,David,North,"1,834.70",5,Furniture,745.71,856.91,Returning,23.00%,Bank Transfer,Retail,4284.55
1062,November,12-11-2023,Eve,South,"8,681.03",9,Electronics,"1,468.05","1,838.21",New,15.00%,Bank Transfer,Retail,16543.89
1058,June,20-06-2023,Eve,West,"2,896.54",48,Clothing,"2,614.48","3,049.04",New,10.00%,Credit Card,Retail,146353.92
1052,December,22-12-2023,Charlie,West,"9,509.55",2,Furniture,"3,752.68","4,017.91",Returning,16.00%,Bank Transfer,Online,8035.82
1012,November,20-11-2023,Bob,North,"5,858.06",1,Food,"4,190.83","4,528.77",Returning,22.00%,Bank Transfer,Online,4528.77
1039,May,13-05-2023,Eve,West,"4,422.48",40,Furniture,"3,536.46","3,945.82",New,24.00%,Bank Transfer,Online,157832.8
1002,October,20-10-2023,David,North,"5,842.88",30,Clothing,"4,646.55","4,784.28",Returning,10.00%,Credit Card,Retail,143528.4
1003,November,24-11-2023,Eve,East,"5,215.31",11,Food,"3,706.78","3,862.26",New,22.00%,Credit Card,Retail,42484.86
1056,May,07-05-2023,David,East,"7,611.88",28,Clothing,"1,566.03","1,576.34",Returning,20.00%,Bank Transfer,Online,44137.52
1081,April,16-04-2023,Charlie,West,"2,896.71",44,Electronics,"1,362.15","1,844.07",New,29.00%,Credit Card,Online,81139.08
1059,April,02-04-2023,Eve,West,"3,595.20",12,Food,"3,496.15","3,955.75",Returning,28.00%,Cash,Retail,47469
1002,October,14-10-2023,David,South,"8,951.53",39,Clothing,"1,004.71","1,389.35",New,24.00%,Bank Transfer,Online,54184.65
1002,February,20-02-2023,Charlie,West,"9,469.92",26,Food,508.94,557.69,New,22.00%,Credit Card,Retail,14499.94
1092,January,29-01-2023,Bob,South,"8,936.33",13,Clothing,"2,684.50","2,913.78",New,8.00%,Credit Card,Retail,37879.14
1054,October,23-10-2023,David,East,"4,252.54",8,Food,"4,117.13","4,177.06",Returning,25.00%,Bank Transfer,Retail,33416.48
1087,October,24-10-2023,Bob,East,"7,825.62",28,Clothing,551.83,569.63,New,13.00%,Credit Card,Retail,15949.64
1096,August,02-08-2023,Bob,North,"4,815.72",30,Electronics,"3,969.86","4,281.79",Returning,8.00%,Bank Transfer,Retail,128453.7
1097,September,24-09-2023,Alice,East,"5,025.64",9,Food,"4,067.28","4,548.09",Returning,12.00%,Credit Card,Retail,40932.81
1001,September,14-09-2023,Eve,South,"2,126.33",39,Food,"2,437.26","2,889.67",Returning,25.00%,Cash,Online,112697.13
1019,October,29-10-2023,David,West,"5,952.19",31,Food,333.69,685.1,New,4.00%,Bank Transfer,Online,21238.1
1002,April,11-04-2023,Bob,North,"1,942.75",21,Food,914.22,971.57,Returning,14.00%,Cash,Online,20402.97
1053,December,12-12-2023,Alice,South,"3,382.49",47,Electronics,"3,551.76","3,696.10",Returning,15.00%,Bank Transfer,Retail,173716.7
1044,April,20-04-2023,Charlie,West,"8,564.80",34,Food,"3,573.30","3,740.13",Returning,1.00%,Credit Card,Online,127164.42
1090,July,01-07-2023,David,North,"2,150.05",31,Furniture,"4,496.86","4,880.80",New,6.00%,Cash,Retail,151304.8
1032,November,09-11-2023,Bob,East,804.47,25,Electronics,"2,934.30","3,337.40",Returning,25.00%,Credit Card,Retail,83435
1070,January,01-01-2023,Eve,South,783.18,12,Furniture,664.33,863.03,Returning,25.00%,Bank Transfer,Retail,10356.36
1032,November,15-11-2023,Alice,West,"9,413.77",1,Food,651,865.76,Returning,9.00%,Bank Transfer,Retail,865.76
1068,February,24-02-2023,Bob,North,"5,118.51",22,Clothing,"3,619.61","3,651.42",Returning,26.00%,Bank Transfer,Online,80331.24
1055,May,29-05-2023,Eve,North,"4,153.18",40,Furniture,959.73,"1,111.41",New,23.00%,Bank Transfer,Online,44456.4
1075,November,05-11-2023,Bob,East,"8,127.70",37,Food,"1,675.51","1,906.64",New,13.00%,Bank Transfer,Online,70545.68
1056,May,17-05-2023,David,West,"8,374.68",47,Furniture,"2,461.70","2,529.02",Returning,22.00%,Cash,Retail,118863.94
1017,July,21-07-2023,David,East,"3,388.69",1,Food,172.59,404.69,Returning,29.00%,Bank Transfer,Online,404.69
1038,November,09-11-2023,David,East,"6,966.82",1,Food,"1,281.65","1,709.71",Returning,14.00%,Credit Card,Online,1709.71
1024,April,27-04-2023,Alice,West,"7,734.12",42,Food,"2,069.05","2,363.90",Returning,7.00%,Cash,Online,99283.8
1069,June,03-06-2023,David,West,"6,581.04",42,Clothing,"1,434.20","1,482.88",New,28.00%,Credit Card,Retail,62280.96
1098,October,18-10-2023,Eve,West,"1,600.79",21,Furniture,725.03,828.95,New,18.00%,Bank Transfer,Online,17407.95
1070,March,04-03-2023,Bob,South,"8,771.24",15,Electronics,"3,653.66","3,896.19",New,3.00%,Credit Card,Retail,58442.85
1086,September,01-09-2023,Charlie,West,"5,437.04",17,Electronics,"4,075.08","4,262.21",New,17.00%,Cash,Online,72457.57
1011,January,25-01-2023,Eve,North,"2,896.48",22,Electronics,"1,324.52","1,510.30",Returning,15.00%,Cash,Retail,33226.6
1016,March,31-03-2023,Eve,East,"4,309.76",38,Electronics,"3,883.38","4,152.72",Returning,26.00%,Cash,Online,157803.36
1097,March,16-03-2023,David,South,471.95,35,Food,"1,958.49","2,254.84",New,16.00%,Credit Card,Online,78919.4
1073,October,21-10-2023,Alice,West,"1,365.88",45,Furniture,"2,558.09","2,958.55",New,8.00%,Cash,Online,133134.75
1059,July,29-07-2023,Bob,South,"7,678.91",16,Furniture,"4,287.21","4,464.28",Returning,20.00%,Credit Card,Retail,71428.48
1070,December,13-12-2023,Alice,West,100.12,8,Clothing,"3,762.27","4,166.95",Returning,16.00%,Bank Transfer,Online,33335.6
1080,January,17-01-2023,Bob,South,"4,224.00",47,Furniture,"4,035.33","4,211.25",Returning,7.00%,Bank Transfer,Online,197928.75
1093,May,08-05-2023,Bob,East,"5,272.85",17,Furniture,727.38,764.54,Returning,17.00%,Credit Card,Retail,12997.18
1003,December,30-12-2023,Alice,East,640.88,17,Furniture,395.11,676.66,Returning,25.00%,Cash,Retail,11503.22
1020,September,08-09-2023,Eve,North,"9,733.47",26,Clothing,"4,472.35","4,770.42",New,1.00%,Credit Card,Retail,124030.92
1059,June,28-06-2023,Bob,North,"2,338.64",13,Electronics,"1,969.78","2,437.70",New,19.00%,Credit Card,Retail,31690.1
1036,July,01-07-2023,Alice,West,"3,111.57",17,Furniture,"1,475.00","1,840.77",Returning,10.00%,Credit Card,Online,31293.09
1019,June,01-06-2023,Bob,East,"3,109.03",38,Clothing,"3,637.25","4,096.96",Returning,9.00%,Bank Transfer,Online,155684.48
1090,January,25-01-2023,Charlie,South,"2,381.12",17,Clothing,"4,190.26","4,645.35",New,12.00%,Credit Card,Retail,78970.95
1067,June,29-06-2023,Eve,South,114.59,48,Food,"4,319.32","4,625.56",Returning,10.00%,Bank Transfer,Online,222026.88
1019,July,17-07-2023,David,South,"7,320.51",14,Clothing,"1,614.19","1,882.79",New,25.00%,Credit Card,Retail,26359.06
1020,December,10-12-2023,Bob,North,"9,671.77",45,Electronics,"4,268.45","4,551.60",New,8.00%,Bank Transfer,Online,204822
1096,June,10-06-2023,Charlie,South,"2,320.51",6,Furniture,252.62,742,New,22.00%,Credit Card,Retail,4452
1071,June,26-06-2023,David,North,"6,664.17",35,Clothing,295.82,684.67,New,3.00%,Credit Card,Online,23963.45
1052,October,12-10-2023,David,North,"7,444.77",46,Electronics,"3,136.42","3,198.49",Returning,29.00%,Cash,Retail,147130.54
1033,March,04-03-2023,Bob,West,"8,499.41",14,Clothing,362.38,753.81,Returning,19.00%,Cash,Retail,10553.34
1040,May,30-05-2023,Alice,South,"4,284.03",47,Clothing,"1,656.82","1,750.38",New,21.00%,Credit Card,Online,82267.86
1039,June,03-06-2023,Bob,South,"3,099.02",8,Clothing,"3,380.14","3,609.34",Returning,9.00%,Credit Card,Online,28874.72
1082,June,05-06-2023,Charlie,East,"3,320.42",15,Clothing,"1,719.47","1,832.60",Returning,12.00%,Credit Card,Online,27489
1001,February,18-02-2023,David,West,"7,154.95",27,Clothing,939.02,"1,286.92",Returning,7.00%,Credit Card,Retail,34746.84
1011,December,03-12-2023,Bob,East,"8,186.12",13,Electronics,"1,442.69","1,882.57",Returning,28.00%,Cash,Online,24473.41
1092,March,25-03-2023,Alice,West,"1,897.98",49,Furniture,"2,315.00","2,467.28",New,15.00%,Bank Transfer,Retail,120896.72
1057,December,27-12-2023,Bob,South,"3,772.32",31,Furniture,"2,403.16","2,453.35",Returning,19.00%,Credit Card,Online,76053.85
1089,June,26-06-2023,Eve,North,"9,029.21",35,Furniture,"3,925.85","4,082.11",New,22.00%,Cash,Online,142873.85
1050,May,28-05-2023,Alice,North,"8,086.27",6,Furniture,"3,763.26","4,102.72",New,11.00%,Credit Card,Retail,24616.32
1023,April,28-04-2023,Charlie,North,"9,850.10",5,Electronics,"2,311.25","2,482.34",Returning,22.00%,Credit Card,Retail,12411.7
1031,December,08-12-2023,David,North,"7,567.06",22,Food,"4,236.05","4,382.32",New,20.00%,Bank Transfer,Online,96411.04
1094,March,04-03-2023,Bob,North,"3,992.63",49,Food,615.47,715.84,Returning,21.00%,Credit Card,Retail,35076.16
1042,July,08-07-2023,Alice,East,"5,947.31",23,Electronics,"1,314.00","1,567.78",Returning,15.00%,Credit Card,Retail,36058.94
1099,December,26-12-2023,Eve,West,"6,644.04",25,Electronics,"4,148.48","4,293.69",New,11.00%,Bank Transfer,Online,107342.25
1007,February,18-02-2023,Alice,South,876.71,34,Clothing,"1,921.07","2,289.27",Returning,7.00%,Bank Transfer,Retail,77835.18
1016,November,23-11-2023,Eve,East,"5,490.52",26,Clothing,"4,906.85","4,954.39",New,25.00%,Bank Transfer,Online,128814.14
1090,September,14-09-2023,Charlie,West,"7,122.28",47,Clothing,"2,357.95","2,693.33",New,18.00%,Bank Transfer,Online,126586.51
1060,August,12-08-2023,David,North,"1,756.48",5,Furniture,"3,970.08","4,096.48",Returning,13.00%,Cash,Retail,20482.4
1002,May,21-05-2023,Charlie,West,"7,828.25",26,Clothing,"2,041.42","2,291.17",Returning,28.00%,Cash,Online,59570.42
1001,August,03-08-2023,Bob,West,"5,879.35",20,Food,"2,153.52","2,303.70",Returning,1.00%,Cash,Retail,46074
1048,July,30-07-2023,Alice,North,"9,527.00",6,Furniture,"1,945.27","2,309.43",New,26.00%,Credit Card,Online,13856.58
1012,November,14-11-2023,Eve,North,519.98,6,Clothing,"3,609.42","4,082.62",Returning,30.00%,Bank Transfer,Retail,24495.72
1069,February,01-02-2023,Eve,North,"2,726.73",18,Furniture,"2,760.21","3,219.58",New,27.00%,Bank Transfer,Retail,57952.44
1037,June,07-06-2023,Alice,South,"6,055.38",4,Food,"4,721.70","5,017.58",New,24.00%,Cash,Retail,20070.32
1032,October,12-10-2023,Alice,North,"3,035.94",17,Clothing,"1,291.91","1,528.59",Returning,11.00%,Credit Card,Retail,25986.03
1009,November,01-11-2023,Bob,South,"7,172.80",14,Food,547.79,958.76,Returning,7.00%,Credit Card,Retail,13422.64
1099,October,13-10-2023,Charlie,North,"7,614.15",14,Food,"1,996.64","2,341.47",Returning,22.00%,Credit Card,Online,32780.58
1019,May,24-05-2023,Eve,South,"1,114.91",13,Food,"3,102.73","3,202.68",New,9.00%,Cash,Online,41634.84
1048,January,19-01-2023,Bob,West,"5,187.16",7,Clothing,"4,310.95","4,723.20",Returning,5.00%,Credit Card,Retail,33062.4
1080,January,18-01-2023,Charlie,East,"5,138.02",44,Electronics,"1,763.67","1,983.82",New,24.00%,Credit Card,Online,87288.08
1003,September,14-09-2023,Bob,West,"3,755.88",15,Clothing,"3,286.24","3,388.84",Returning,9.00%,Credit Card,Retail,50832.6
1020,March,19-03-2023,Eve,West,"9,335.96",19,Food,"1,783.48","1,931.56",Returning,27.00%,Bank Transfer,Retail,36699.64
1024,June,24-06-2023,Alice,North,"8,292.31",43,Clothing,"3,105.24","3,246.33",New,25.00%,Cash,Online,139592.19
1054,July,13-07-2023,Alice,South,"7,002.37",47,Food,"4,429.80","4,694.21",New,25.00%,Bank Transfer,Online,220627.87
1033,April,23-04-2023,Charlie,East,"7,171.83",44,Electronics,"1,195.22","1,320.06",Returning,23.00%,Bank Transfer,Retail,58082.64
1024,April,24-04-2023,David,North,"4,670.99",35,Furniture,"2,051.00","2,121.55",Returning,26.00%,Cash,Retail,74254.25
1075,August,10-08-2023,Charlie,North,"9,217.85",17,Electronics,"4,966.66","5,037.27",Returning,24.00%,Bank Transfer,Retail,85633.59
1072,June,15-06-2023,David,North,"6,976.49",35,Electronics,"4,349.36","4,645.17",Returning,18.00%,Credit Card,Retail,162580.95
1036,November,15-11-2023,Bob,West,"7,316.91",19,Furniture,"2,844.97","3,215.00",Returning,9.00%,Credit Card,Retail,61085
1038,May,12-05-2023,Bob,South,"8,630.74",20,Clothing,"2,607.31","2,774.86",New,27.00%,Credit Card,Retail,55497.2
1084,September,21-09-2023,Eve,South,"2,813.31",36,Furniture,"1,458.77","1,485.75",New,25.00%,Credit Card,Online,53487
1099,February,24-02-2023,David,East,"8,090.00",35,Clothing,"2,610.19","2,682.53",New,14.00%,Cash,Retail,93888.55
1089,December,25-12-2023,Eve,South,"2,032.88",32,Clothing,"4,248.50","4,706.70",New,1.00%,Bank Transfer,Retail,150614.4
1099,May,11-05-2023,Alice,South,"3,518.89",48,Food,"3,441.61","3,693.45",Returning,19.00%,Bank Transfer,Online,177285.6
1025,October,15-10-2023,David,North,"3,422.54",44,Food,"1,485.72","1,717.97",New,2.00%,Credit Card,Retail,75590.68
1093,September,23-09-2023,Charlie,North,"9,787.40",40,Furniture,"1,047.25","1,075.89",New,28.00%,Credit Card,Retail,43035.6
1018,January,01-01-2024,Alice,West,"8,579.72",24,Electronics,"1,362.78","1,729.81",New,29.00%,Bank Transfer,Online,41515.44
1082,June,11-06-2023,Alice,North,"7,041.58",17,Furniture,890.31,"1,159.06",Returning,6.00%,Cash,Retail,19704.02
1066,March,28-03-2023,Charlie,North,"7,297.86",7,Clothing,523.42,632.44,New,20.00%,Bank Transfer,Online,4427.08
1054,February,24-02-2023,Alice,North,"5,664.52",43,Food,"2,124.72","2,188.66",Returning,3.00%,Credit Card,Retail,94112.38
1035,October,15-10-2023,David,North,"9,476.20",1,Furniture,610.83,808.69,New,22.00%,Credit Card,Online,808.69
1080,June,27-06-2023,Eve,West,"5,012.96",35,Furniture,900.97,"1,321.18",Returning,10.00%,Cash,Online,46241.3
1061,December,15-12-2023,Alice,North,"3,867.13",32,Food,"2,759.26","3,193.25",New,20.00%,Bank Transfer,Online,102184
1041,January,08-01-2023,David,East,"1,714.05",36,Food,864.77,"1,170.16",Returning,11.00%,Cash,Retail,42125.76
1100,November,17-11-2023,Bob,East,"7,883.44",13,Food,366.2,732.69,New,4.00%,Cash,Retail,9524.97
1033,November,09-11-2023,David,East,"7,370.99",6,Clothing,"1,621.07","1,687.50",Returning,12.00%,Credit Card,Online,10125
1068,September,04-09-2023,Eve,East,"3,905.11",14,Food,"1,140.58","1,438.76",Returning,3.00%,Bank Transfer,Online,20142.64
1033,November,19-11-2023,David,North,349.41,37,Electronics,"2,600.76","2,937.57",New,17.00%,Credit Card,Retail,108690.09
1014,September,12-09-2023,Charlie,East,"8,406.07",48,Furniture,556.72,665.07,Returning,1.00%,Bank Transfer,Retail,31923.36
1021,November,24-11-2023,Eve,North,213.04,15,Food,"3,771.27","4,212.55",Returning,16.00%,Credit Card,Retail,63188.25
1048,February,23-02-2023,Bob,West,"7,066.63",47,Food,"4,535.86","4,641.41",New,27.00%,Credit Card,Retail,218146.27
1020,September,06-09-2023,Charlie,East,"9,705.55",4,Clothing,"3,730.00","3,893.60",New,25.00%,Bank Transfer,Retail,15574.4
1008,August,27-08-2023,David,South,"4,432.85",40,Clothing,"2,687.49","3,001.56",Returning,26.00%,Bank Transfer,Online,120062.4
1007,August,17-08-2023,Eve,East,"2,426.24",16,Furniture,"4,310.31","4,633.10",New,28.00%,Credit Card,Retail,74129.6
1067,March,08-03-2023,Bob,East,"7,078.22",28,Electronics,"3,489.85","3,842.55",New,3.00%,Bank Transfer,Online,107591.4
1017,February,20-02-2023,Charlie,North,"8,189.57",16,Furniture,102.23,167.12,New,4.00%,Credit Card,Retail,2673.92
1033,April,07-04-2023,Bob,East,"5,509.66",4,Food,"2,000.75","2,426.99",Returning,17.00%,Bank Transfer,Online,9707.96
1048,April,02-04-2023,David,South,"9,673.65",45,Electronics,"4,262.21","4,533.31",Returning,27.00%,Credit Card,Online,203998.95
1076,September,21-09-2023,Bob,North,611.52,26,Electronics,"1,762.00","2,002.95",Returning,29.00%,Credit Card,Retail,52076.7
1059,October,18-10-2023,Alice,North,"5,097.48",28,Electronics,224.32,715.06,Returning,1.00%,Credit Card,Online,20021.68
1086,April,06-04-2023,Charlie,West,"7,212.69",32,Electronics,"3,743.59","4,116.38",Returning,11.00%,Cash,Online,131724.16
1022,March,29-03-2023,Bob,West,"8,640.14",45,Furniture,"4,020.09","4,087.91",Returning,6.00%,Bank Transfer,Online,183955.95
1030,March,19-03-2023,David,East,"1,874.63",2,Clothing,844.94,"1,225.64",Returning,23.00%,Credit Card,Online,2451.28
1038,October,15-10-2023,David,West,"8,020.03",31,Clothing,"2,709.84","2,766.51",New,19.00%,Cash,Retail,85761.81
1051,April,30-04-2023,Bob,West,"5,571.80",3,Food,"1,000.18","1,023.64",Returning,4.00%,Credit Card,Online,3070.92
1054,October,29-10-2023,David,West,"4,025.88",8,Clothing,"3,610.21","3,817.99",Returning,15.00%,Cash,Retail,30543.92
1008,June,14-06-2023,Eve,North,"1,403.98",24,Clothing,"1,394.17","1,891.02",New,21.00%,Credit Card,Online,45384.48
1027,July,01-07-2023,Eve,North,"8,666.43",15,Clothing,"1,615.26","1,710.95",New,23.00%,Credit Card,Retail,25664.25
1027,August,11-08-2023,Eve,North,"1,657.00",43,Clothing,"4,232.61","4,572.21",New,1.00%,Cash,Retail,196605.03
1098,November,07-11-2023,Alice,West,"3,166.90",31,Food,"2,407.80","2,502.76",Returning,27.00%,Cash,Retail,77585.56
1021,January,07-01-2023,Bob,North,"2,971.45",9,Furniture,"3,365.28","3,730.43",New,17.00%,Bank Transfer,Online,33573.87
1030,November,26-11-2023,Alice,West,"8,727.00",39,Electronics,"2,041.75","2,299.37",Returning,24.00%,Bank Transfer,Retail,89675.43
1097,September,20-09-2023,David,North,"6,759.76",45,Clothing,"1,525.13","1,868.32",Returning,24.00%,Cash,Retail,84074.4
1028,June,10-06-2023,Alice,North,"7,987.15",2,Furniture,"3,146.12","3,255.53",Returning,6.00%,Bank Transfer,Online,6511.06
1064,May,31-05-2023,David,South,"2,579.63",8,Clothing,816.54,"1,191.90",New,3.00%,Cash,Retail,9535.2
1097,March,26-03-2023,David,East,"6,286.25",7,Clothing,"1,896.35","2,394.20",New,22.00%,Bank Transfer,Online,16759.4
1069,May,27-05-2023,Charlie,West,"5,760.29",44,Electronics,"1,084.73","1,420.90",Returning,5.00%,Credit Card,Online,62519.6
1061,April,22-04-2023,Eve,South,"8,345.02",39,Electronics,"3,494.19","3,746.00",Returning,25.00%,Bank Transfer,Retail,146094
1048,February,05-02-2023,David,North,"9,070.26",42,Electronics,"4,723.83","5,186.19",Returning,22.00%,Credit Card,Online,217819.98
1019,October,12-10-2023,Charlie,West,220.35,16,Clothing,"4,977.78","4,995.55",New,25.00%,Credit Card,Online,79928.8
1004,July,07-07-2023,Eve,North,"6,772.80",35,Clothing,"2,278.87","2,646.53",Returning,9.00%,Bank Transfer,Online,92628.55
1035,March,23-03-2023,David,East,613.17,30,Clothing,"1,300.03","1,745.52",New,9.00%,Cash,Retail,52365.6
1064,January,02-01-2023,David,South,"5,533.70",10,Electronics,"2,242.01","2,282.23",Returning,20.00%,Credit Card,Online,22822.3
1049,October,30-10-2023,Alice,East,"2,947.56",38,Food,"4,243.98","4,474.51",New,1.00%,Credit Card,Online,170031.38
1017,July,16-07-2023,Alice,South,"3,137.09",18,Furniture,"1,069.73","1,180.04",Returning,22.00%,Bank Transfer,Online,21240.72
1044,January,11-01-2023,Eve,North,"3,594.29",5,Food,"4,762.87","5,050.46",New,25.00%,Cash,Retail,25252.3
1092,August,22-08-2023,David,East,"6,250.80",29,Clothing,"1,742.24","2,070.52",New,12.00%,Cash,Online,60045.08
1030,July,14-07-2023,Bob,East,"3,407.09",39,Clothing,"4,929.73","5,088.02",New,23.00%,Bank Transfer,Retail,198432.78
1093,April,29-04-2023,Alice,North,"7,353.72",34,Food,"4,201.11","4,436.50",New,5.00%,Cash,Online,150841
1046,January,20-01-2023,Eve,East,"4,104.82",43,Clothing,"4,052.42","4,199.30",New,10.00%,Bank Transfer,Retail,180569.9
1006,September,18-09-2023,David,West,776.7,45,Furniture,"1,623.63","1,814.63",New,29.00%,Bank Transfer,Retail,81658.35
1099,October,20-10-2023,David,South,"7,859.22",23,Clothing,93.45,181.62,Returning,30.00%,Bank Transfer,Retail,4177.26
1037,September,13-09-2023,Bob,South,"2,929.01",5,Furniture,"1,941.56","2,385.48",Returning,15.00%,Credit Card,Online,11927.4
1024,August,10-08-2023,Eve,South,"4,384.39",30,Food,"1,543.96","1,558.87",Returning,28.00%,Credit Card,Online,46766.1
1093,August,14-08-2023,David,West,"6,885.89",6,Food,235.12,677.5,Returning,16.00%,Credit Card,Online,4065
1046,February,22-02-2023,Alice,South,"3,391.32",46,Clothing,"2,551.56","2,841.68",New,9.00%,Bank Transfer,Retail,130717.28
1053,December,21-12-2023,Bob,North,660.2,44,Furniture,"2,045.00","2,217.51",Returning,8.00%,Credit Card,Online,97570.44
1095,December,08-12-2023,Eve,East,"3,801.82",4,Clothing,"3,191.05","3,555.35",New,28.00%,Credit Card,Online,14221.4
1099,December,30-12-2023,Bob,West,"9,450.04",29,Electronics,"3,124.87","3,383.67",New,5.00%,Credit Card,Retail,98126.43
1060,October,07-10-2023,Alice,South,"6,453.17",23,Electronics,647.7,902.26,New,17.00%,Bank Transfer,Online,20751.98
1097,March,22-03-2023,Eve,North,"6,747.64",6,Electronics,"4,885.98","4,949.95",Returning,17.00%,Bank Transfer,Online,29699.7
1063,July,21-07-2023,Bob,East,"6,359.59",32,Electronics,975.31,"1,176.17",New,22.00%,Bank Transfer,Retail,37637.44
1085,June,07-06-2023,Charlie,East,"2,070.02",42,Clothing,"2,254.11","2,382.23",Returning,15.00%,Credit Card,Retail,100053.66
1032,April,30-04-2023,Alice,West,"4,241.51",18,Electronics,"2,466.18","2,483.87",Returning,8.00%,Cash,Online,44709.66
1087,February,28-02-2023,Alice,West,"7,534.30",15,Furniture,"4,074.66","4,261.11",Returning,5.00%,Credit Card,Retail,63916.65
1033,August,03-08-2023,Alice,West,"1,103.59",40,Food,541.19,595.2,Returning,19.00%,Credit Card,Online,23808
1067,May,08-05-2023,Charlie,North,"2,850.74",32,Food,"2,171.79","2,307.64",Returning,22.00%,Bank Transfer,Online,73844.48
1018,August,12-08-2023,Charlie,North,"2,835.56",9,Electronics,"3,161.09","3,216.42",New,17.00%,Bank Transfer,Online,28947.78
1025,July,28-07-2023,David,West,"4,376.99",37,Electronics,"1,115.02","1,174.48",New,22.00%,Credit Card,Online,43455.76
1095,April,25-04-2023,Bob,South,"9,805.65",10,Electronics,"3,155.97","3,263.49",Returning,4.00%,Credit Card,Online,32634.9
1054,July,28-07-2023,David,East,768.28,20,Clothing,"4,622.14","5,122.07",New,26.00%,Cash,Retail,102441.4
1058,January,14-01-2023,Bob,East,"5,235.14",6,Food,"4,987.71","4,998.78",Returning,17.00%,Cash,Retail,29992.68
1067,January,09-01-2023,Charlie,North,"1,875.71",48,Electronics,210.63,533.58,New,4.00%,Bank Transfer,Online,25611.84
1046,February,09-02-2023,Charlie,East,"9,709.70",3,Furniture,"1,216.16","1,295.37",New,14.00%,Cash,Retail,3886.11
1024,August,25-08-2023,David,South,"1,221.70",42,Electronics,"1,586.02","2,047.13",New,25.00%,Cash,Retail,85979.46
1032,October,08-10-2023,Eve,East,"4,095.65",11,Food,"2,025.67","2,081.55",New,27.00%,Bank Transfer,Online,22897.05
1047,December,25-12-2023,David,North,"7,405.06",43,Electronics,"1,249.17","1,727.15",New,8.00%,Cash,Retail,74267.45
1086,July,20-07-2023,Bob,North,"7,075.09",17,Food,"1,057.27","1,366.62",New,21.00%,Credit Card,Retail,23232.54
1023,September,03-09-2023,David,South,"4,285.01",32,Electronics,"4,775.04","4,785.66",New,3.00%,Cash,Online,153141.12
1066,October,05-10-2023,Alice,South,"3,530.59",4,Furniture,"4,596.68","5,044.74",New,1.00%,Bank Transfer,Online,20178.96
1027,August,23-08-2023,Bob,East,"4,036.36",4,Electronics,282.61,548.25,New,17.00%,Credit Card,Online,2193
1002,January,04-01-2023,Bob,East,"2,716.34",17,Furniture,"1,727.12","1,865.83",New,21.00%,Cash,Online,31719.11
1090,June,03-06-2023,Eve,North,"2,132.80",41,Furniture,"2,055.49","2,441.46",New,24.00%,Credit Card,Online,100099.86
1017,January,29-01-2023,Charlie,South,"4,882.09",19,Electronics,"1,233.12","1,697.19",New,10.00%,Credit Card,Online,32246.61
1033,April,19-04-2023,Bob,South,"2,758.48",5,Furniture,"3,162.92","3,409.93",New,0.00%,Cash,Online,17049.65
1009,April,08-04-2023,Charlie,South,"2,945.87",32,Clothing,"3,219.88","3,384.50",Returning,14.00%,Cash,Retail,108304
1043,August,03-08-2023,David,East,"6,601.89",22,Electronics,"4,260.00","4,656.58",New,0.00%,Bank Transfer,Online,102444.76
1048,October,20-10-2023,Alice,South,"9,688.52",6,Electronics,"3,717.30","4,061.37",New,3.00%,Bank Transfer,Retail,24368.22
1039,March,16-03-2023,Eve,North,"6,076.01",35,Furniture,"2,735.74","3,181.23",New,10.00%,Credit Card,Retail,111343.05
1093,November,22-11-2023,Charlie,North,862.1,22,Furniture,"3,285.25","3,634.58",New,13.00%,Bank Transfer,Online,79960.76
1042,May,26-05-2023,Bob,East,848.28,1,Electronics,"1,406.24","1,535.57",New,8.00%,Credit Card,Retail,1535.57
1026,May,08-05-2023,Charlie,West,"9,519.09",20,Clothing,"2,985.63","3,452.14",New,17.00%,Credit Card,Retail,69042.8
1099,December,07-12-2023,Bob,East,"3,043.18",22,Furniture,"2,471.67","2,533.04",Returning,2.00%,Bank Transfer,Retail,55726.88
1050,February,11-02-2023,Charlie,West,"1,011.46",48,Furniture,710.06,851.35,Returning,4.00%,Bank Transfer,Online,40864.8
1025,December,22-12-2023,Bob,South,"6,030.54",11,Food,"1,250.59","1,515.49",Returning,21.00%,Bank Transfer,Retail,16670.39
1024,February,10-02-2023,David,East,"6,274.12",13,Clothing,"1,493.88","1,781.09",New,4.00%,Cash,Retail,23154.17
1013,February,03-02-2023,Bob,North,"6,520.20",42,Clothing,"4,625.33","4,642.83",New,19.00%,Credit Card,Online,194998.86
1060,January,17-01-2023,Bob,South,"2,747.28",3,Electronics,"1,190.41","1,582.89",New,2.00%,Credit Card,Retail,4748.67
1007,June,14-06-2023,Alice,North,249.6,9,Clothing,"1,481.76","1,668.95",Returning,12.00%,Credit Card,Retail,15020.55
